Profile Text,Link,Name,Designation,Department
"Ms. Babita Kamari is an Assistant Professor in the department of Computer Applications. She has 1 year of teaching Experience.

She did B.Tech CSE from WIT Darbhanga and M.Tech CSE from RGVP Bhopal. Her areas of interest include Computer Networks, Data Analytics Using Spreadsheet, Data Mining, Python, Data Structure, DBMS.",https://www.niet.co.in/faculty/babita-kumari,Ms. Babita Kumari,Assistant Professor,Master of Computer Applications (MCA)
Not Defined,https://www.niet.co.in/faculty/vineeta-rai,Ms. Vineeta Rai,Assistant Professor,Humanities & Applied Sciences
"Ms. Savita Yadav currently serves as an Assistant Professor in the Department of Computer Science and Engineering (Internet of Things) at Noida Institute of Engineering and Technology, Greater Noida, Uttar Pradesh. She obtained M.Tech-CSE from Galgotias University, Greater Noida, U.P. She obtained B.Tech- CSIT from Mahatma Jyotiba Phule Rohilkhand University, Bareilly, U.P. She has a total 4 years of experience in the Teaching field.

Her professional responsibilities encompass teaching diverse courses, including Discrete Structures, object-oriented programming using C++, object-oriented Techniques using JAVA, and Advanced JAVA. She is dedicated to equipping students with practical skills in Value Added Programs. Her area of interest is VANETs, networking, and IoT. She has Indian Patents and published research papers in Scopus and IEEE International conferences. She has taken part in many FDPs/Workshops/Trainings. She has also done courses in Artificial Intelligence, Data Science, and Internet of Things (IoT) from various platforms like Coursera/cognitive AI.",https://www.niet.co.in/faculty/savita-yadav,Ms. Savita Yadav,Internet of Things (IoT),Internet of Things (IoT)
"""I am Dr. Amba Mishra, working as an Associate Professor in IT department of NIET Greater Noida.I have completed my B.Tech, M.Tech from IP university Delhi and Ph.D from NIU, greater noida.

I have total experience of 13 years of teaching experience as well as 1 year of industry experience. My area of expertise includes Information security, Data Structure and AI. I have published around 8+ international/national research papers. ​""",https://www.niet.co.in/faculty/amba-mishra,Dr. Amba Mishra,Associate Professor,Information Technology
"I Sachin Chawla working as an Assistant Professor in CSE-IOT Department at Noida Institute of Engineering and Technology, Greater Noida,India. Currently pursuing Ph.D. in Artificial Intelligence from Amity University Noida, completed B.Tech and M.Tech in CSE from M.D University, Rohtak.

I have total 6.5 Years of experience including 1.5 years of Industry. My Research field Areas include Artificial Intelligence, Machine Learning . I have published 3 Research papers, one International Journal and 2 Conference Paper Scopus Index IEEE and holding 1 Patent and served as a reviewer for academic conferences. Also worked as a Technical Mentor in Smart India Hackathon, also worked as a Technical Trainer of Full Stack Development.",https://www.niet.co.in/faculty/sachin-chawla,Mr. Sachin Chawla,Assistant Professor,Internet of Things (IoT)
"Dr Arvind Kumar is an Associate Professor of the Department of Biotechnology at Noida Institute of Engineering and Technology, Greater Noida. Dr Arvind has expertise in the are of Plant Micropropagation. He has a good research exposure in the field of nanotechnolgy and it's applications in the agriculture.",https://www.niet.co.in/faculty/arvind-kumar,Dr. Arvind Kumar,Assistant Professor,Biotechnology
Mr. Anup is pursuing Ph.D in Operations management from Sharda University. And completed MBA in HR & Operations Management from AKTU. Currently working as Asst. Professor in NIET Greater Noida. Previously worked as HR admin in a reputed organisation.,https://www.niet.co.in/faculty/anup-verma,Mr. Anup Verma,Assistant Professor,Master of Business Administration (MBA)
Not Defined,https://www.niet.co.in/faculty/shreya-bharadwaj,Ms. Shreya Bharadwaj,Assistant Professor,Humanities & Applied Sciences
"Ms. Srishti Dikshit is an Assistant Professor in AIML at NIET, holding a Master's degree in Computer Science and Engineering.

With a solid academic foundation, she brings more than 3.5 years of teaching experience, contributing to the intellectual growth of students. Additionally, her 1 year of experience in industry reflects a practical understanding of applications and more than 2 years of Research Driven by a passion for advancing AI knowledge, she continues to bridge academia and industry, fostering a holistic learning environment.",https://www.niet.co.in/faculty/srishti-dikshit,Ms. Srishti Dikshit,Assistant Professor,Not Defined
"Education

Ph.D.",https://www.niet.co.in/faculty/mukul-saxena,Dr. Mukul Saxena,Assistant Professor,Mechanical Engineering
"Ms. Aaushi Talwar is a dedicated, hardworking multitasker who is optimistic towards every challenge in life.

She has completed postgraduation in English Literature from the University of Delhi and is currently working as an Assistant professor in NIET, Greater Noida. Keenly interested in contributing to society, she has also worked as a social Entrepreneur with Hamari Pehchan NGO, on Project SUKHAD- Fighting Period Poverty and spreading awareness on Menstrual Hygiene. A keen researcher who loves exploring the depth of literature and correlating it with scientific concepts like Artificial Intelligence. She has also worked as a Media news Anchor previously in Sahara Samay. She has recently been recognized with an Elite certification in pursuing Applied Linguistics from IIT Madras.",https://www.niet.co.in/faculty/aaushi-talwar,Ms. Aaushi Talwar,Assistant Professor,Humanities & Applied Sciences
Mr. Atul Ranjan is an Asst. Professor in Mechanical Engineering Dept. NIET Greater Noida. He has 10 year of teaching experience. He did his B.Tech. from GHITM Puri & M.Tech from SLIET Longawal. His areas of interest include Thermal Engineering.,https://www.niet.co.in/faculty/atul-ranjan,Mr. Atul Ranjan,Assistant Professor,Mechanical Engineering
"Ambrish Kumar Sharma is currently working as an Assistant Professor in the Department of MCA at Noida Institute of Engineering & Technology (NIET), Greater Noida. He has experience 8 years in teaching and 4 years in industry. He received his Master of Computer Applications from RGPV, Bhopal. He has completed his B.C.A. from MCRPV, Bhopal. He is pursuing Ph.D from NITTTR Bhopal M.P.",https://www.niet.co.in/faculty/ambrish-kumar-sharma,Mr. Ambrish Kumar Sharma,Assistant Professor,Master of Computer Applications (MCA)
"Education

Ph.D.

RA(PDF)

M.Tech

MBA",https://www.niet.co.in/faculty/roop-singh,Dr. Roop Singh,Associate Professor,Electronics & Communication Engineering
"Mr Karan Singh pursuing his Ph.D. in “VLSI Design & Technology using Artificial Intelligence and Machine Learning” from Jaypee Institute of Information Technology, Noida, India. Also, he did M.Tech. in “Microelectronics & Embedded Technology” from JIIT Noida.

He has around 8 years of teaching experience along with 1 year industrial & 3 years research experience. Presently, he is working as an Assistant Professor in the Dept. of IT at Noida Institute of Engineering and Technology, Greater Noida, India. He has published several papers in reputed refereed journals. His main research area interests are VLSI Design & Technology, Artificial Intelligence and Machine Learning etc. Also, he has qualified GATE and hands-on-experience in some Electronic Design Automation (EDA) tools; like OrCAD PSPICE, TSPICE, Synopsys HSPICE, Custom Compiler, Design Vision, Mentor Graphics Eldo etc.",https://www.niet.co.in/faculty/karan-singh,Mr. Karan Singh,Assistant Professor,Information Technology
"Dr. Riyazuddin, Assistant Professor at the Noida Institute of Engineering and Technology (NIET), Greater Noida. He has a Ph.D. from Chaudhary Charan Singh University, Meerut, and an MBA with a specialization in finance from SRM University, NCR campus, Ghaziabad. His area of research is finance and accounting. More than ten research papers and one patent have been published. Apart from this, he has attended many FDPs, workshops, trainings, conferences, etc. He was awarded Best Faculty during 2014–15, and one book on income tax was published in 2013–14.",https://www.niet.co.in/faculty/riyazuddin,Dr. Riyazuddin,Assistant Professor,Master of Business Administration (MBA)
